Cond1,Cond2,jaccard_distance,Shared,NotShared_cond1,NotShared_cond2,Total_Genes_Cond1,Total_Genes_Cond2,Genes_Names,Percentage_Shared_Cond1,Percentage_Shared_Cond2,pvalue,-log(p)
ADAPTIVE IMMUNE SYSTEM,HUMORAL ADAPTIVE IMMUNE SYSTEM,0.499,506,443,66,3078,1785,"CD52, CCR7, HLA-DRA, ZAP70, ITK, IL2RG, PTPRC, IL7R, RASGRP1, BCL11B, XCL1, CD28, GNLY, CD27, GATA3, MS4A1, SP140, CD24, BCL2, TNF, IL2RB, CXADR, CD40LG, ITGA4, VCAM1, CD37, SPI1, PTPN6, JAK3, TCF4, CTLA4, FCER2, IGHD, BLK, CD200, KIT, CD79A, MEF2C, GAB1, BANK1, CD19, PTK2, EBF1, ICOSLG, VPREB1, VPREB3, LOC100130458, TCL1A, FAM150B, TNFSF13, LIF, HHEX, CEBPE, CBFA2T3, LTA, TLR4, LYN, STAP1, CD72, TSPAN13, BCL11A, C13orf18, KIAA0125, CD79B, P2RX5, BTLA, AFF3, PPAPDC1B, IGHM, LOC90925, FCRLA, SPIB, FAM129C, ABCB4, FCRL1, FCRL5, KLHL14, CXCR5, PCDH9, RALGPS2, CD22, IGH@, IGKV3-20, MACROD2, PNOC, ADAM28, LOC283663, CR2, PAX5, E2F5, PLEKHG1, PKIG, FCRL2, IGLJ3, HLA-DOB, PTPRK, IGHA1, LOC642838, LOC642424, IGK@, TPD52, CDK14, BLNK, FCGR2B, CELSR1, DENND5B, PAWR, CD180, LOC100130100, POU2AF1, FAM30A, KLF8, LOC652493, IGKC, LOC284749, FCRL3, TBC1D9, ALOX5, CD69, FAIM3, IGLV1-44, IGL@, HLA-DOA, HLA-DQA1, BTK, CPNE5, CIITA, TLR10, IGHG1, GPR18, LY9, INPP5D, SYK, PIK3CD, VAV1, PLCG2, PIK3R5, PIK3R3, RAC2, JAM3, NEDD4, GAB2, DUSP6, NR3C2, NRXN3, LY86, HBEGF, LOC144481, NR4A1, DLL1, LOC100288911, NR4A3, IGKV4-1, LOC100287723, LOC100289053, IGKV1D-13, ITM2C, LOC96610, IGLV4-60, IGLV3-19, LOC91316, LOC100290557, IGLV2-23, IGJ, OSBPL10, CYAT1, LOC100293440, TNFRSF17, GNG7, IGLL3, MGC29506, IGLL5, TXNDC5, DERL3, MUTED, IGHV3-48, IGKV1-5, SSPN, AVPR1A, KCNE4, HEPACAM2, GYPA, SEMA4B, EGF, GPR37, C11orf87, USH2A, PPP1R3A, OR12D3, POPDC3, DCC, SLC12A1, GP5, CDH5, SLITRK6, HLA-DPB1, PCDHA3, TRHDE, GHR, TAS2R13, FLRT2, TPTE, TMEM100, GYPE, PLD4, ADAM7, KCNMB3, GPR6, CSPG4, SYT2, ROBO2, FREM2, TRPC1, GPR116, TMEM47, SCN3A, NPY1R, LPPR4, NOX4, PDZK1IP1, CCR9, GABBR1, EDNRB, GJC1, LHCGR, PCDHB8, NT5E, PDPN, PCDHB4, CLDN8, LRRTM4, HRH4, NMBR, NCAM2, GRM5, TM4SF20, IL5RA, JAM2, IL28RA, MC3R, F2RL3, ASTN1, MOGAT2, SLC26A7, SLC24A1, TACR3, IL13RA2, IMPG2, LRRC19, TMEFF2, PCDH10, BTC, GPR98, AGTR1, TMEM133, UGT2A3, OR11A1, CSMD1, TRPC7, CCR6, GABRA5, PLP1, CLCA4, CNR1, EPHA3, SLC30A10, SGCE, CHRNB4, PCDHB10, PCDHB16, PCDHB15, PCDHB14, CADM2, GPR85, SLC6A15, GPR87, NLGN1, SLC13A1, OR1E1, GABRB1, TAAR2, HHLA2, SLC17A6, CNTNAP3, SLC6A16, HLA-DPA1, ABCA8, OR2J2, CHL1, TMEM156, SLC5A7, OR2W1, LPHN3, LPHN2, LRP1B, PCDH20, KCND2, SLC44A5, ITGB6, NLGN4Y, CHRM2, PTH2R, HEPH, BAI3, PTPRR, SELE, FAM26F, SCN1A, HTR1E, HLA-DMA, PPAP2C, KCNG2, SLC5A4, CAV1, TEK, TMEM37, GP1BB, SLC16A14, ICAM2, SLC44A1, CCR10, CHRM1, CLPTM1L, KCNN3, HM13, GPR25, KCNH1, TXNDC15, SDC1, DRD4, KRTCAP2, TRAM2, SCARB2, AMIGO3, LGR4, TRHR, GHSR, P2RY14, SLC38A11, C4orf34, CXCR4, TMEM56, KCNJ16, SLC26A3, MUC15, OR1G1, TAS2R7, HVCN1, GABRE, CLDN17, SORCS3, LINGO1, NKAIN4, TAS2R10, GRAMD1C, TNFRSF13B, ADAM2, GLP2R, ABL1, STAT5B, MYO1G, HLA-E, RAG1, BCL10, TEC, C17orf99, GPR183, IFNA8, BMX, LAX1, CD86, TFEB, CD81, TFE3, IFNE, CLEC4G, TICAM1, TBC1D10C, CHRNA4, CD40, GAPT, PHB1, CHRNA7, HSPD1, CHRNB2, TXLNA, BST2, AKAP17A, EPHB2, HDAC4, CH25H, TOP2B, PIK3R1, MSH2, RAG2, ADGRG3, FZD9, EP300, PTPRJ, YY1, PTPN2, LYL1, CEBPG, BCL6, SP3, ZBTB7A, NFAM1, IL10, IL11, TCF3, RBPJ, FOSL2, FLT3, ADAM17, IL9, CDH17, SPNS2, BAX, CAMLG, RC3H1, SOS2, SOS1, NCKAP1L, CASP3, PRKDC, CD70, IL7, PRKCD, CTPS1, CD38, WNT3A, BCAR1, GRB2, MNDA, MAPK1, NFKBIA, NFKB1, TNFAIP3, LIPA, HOXB4, CD83, LIG4, FCER1G, LIMK1, VAV2, SRC, PRKCE, HCK, FGR, PLPP4, IRF8, NFKB2, BCL3, CCL2, ZP3, IRF2BP2, SYVN1, WNT4, IL4R, IL9R, MPL, CSF2RB, MLH1, ERCC1, UNG, RNF168, SANBR, MSH6, STAT6, CCL18, CCL1, CCL8, CCL20, LFNG, NOTCH2, ST3GAL1, PTX3, SFTPA1, LBP, C4B, MBL2, HLA-G, LGALS1, LRRC8A, SHLD3, SHLD1, SHLD2, PMS2, MSH3, NKX2-5, EPB42, CDKN2B, PBX1, NKX3-2, NKX2-3, CACNB4, KMT2A, CXCL12, DEFA4, DEFA1, B2M, PSMB10, SLC11A1, CCR2, NOTCH1, FCER1A",16.44,28.35,1.291004639912231e-17,16.88907219686243
ADAPTIVE IMMUNE SYSTEM,IMMUNOGLOBULIN MEDIATED RESPONSE,0.163,155,794,0,3078,465,"ZAP70, ITK, IL2RG, PTPRC, IL7R, RASGRP1, CD27, GATA3, MS4A1, BCL2, IL2RB, CD40LG, ITGA4, VCAM1, SPI1, PTPN6, JAK3, CTLA4, KIT, CD79A, MEF2C, BANK1, CD19, PTK2, HHEX, TLR4, CD79B, CXCR5, CD22, CR2, PAX5, TPD52, FCGR2B, BTK, SYK, VAV1, PLCG2, ABL1, STAT5B, MYO1G, RAG1, BCL10, TEC, C17orf99, GPR183, IFNA8, BMX, LAX1, CD86, CD81, IFNE, CLEC4G, TICAM1, TBC1D10C, CHRNA4, CD40, GAPT, PHB1, CHRNA7, HSPD1, CHRNB2, TXLNA, BST2, AKAP17A, EPHB2, HDAC4, CH25H, TOP2B, PIK3R1, MSH2, RAG2, ADGRG3, FZD9, EP300, PTPRJ, YY1, PTPN2, LYL1, CEBPG, BCL6, SP3, ZBTB7A, NFAM1, IL10, IL11, TCF3, RBPJ, FOSL2, FLT3, ADAM17, IL9, CDH17, SPNS2, BAX, CAMLG, RC3H1, SOS2, SOS1, NCKAP1L, CASP3, PRKDC, CD70, IL7, PRKCD, CTPS1, CD38, WNT3A, BCAR1, GRB2, MNDA, MAPK1, NFKBIA, NFKB1, TNFAIP3, LIG4, FCER1G, LIMK1, VAV2, SRC, PRKCE, HCK, FGR, PLPP4, IRF8, BCL3, ZP3, IRF2BP2, SYVN1, WNT4, IL4R, IL9R, MPL, CSF2RB, MLH1, ERCC1, UNG, RNF168, SANBR, MSH6, STAT6, LFNG, NOTCH2, ST3GAL1, PTX3, SFTPA1, LBP, C4B, MBL2, HLA-G, LRRC8A, SHLD3, SHLD1, SHLD2, PMS2, MSH3",5.04,33.33,1,-0
ADAPTIVE IMMUNE SYSTEM,INFLAMMATION,0.027,26,923,29,3078,228,"RASGRP1, CD6, STAT4, IFNG, TNF, TYROBP, CCL4, TNFSF13, TLR4, IL5RA, HMGB1, IL10, RBPJ, FOSL2, NFKBIA, TNFAIP3, LIPA, FCER1G, CCL20, NOTCH2, CD80, IL20RB, PRDX2, PDE4B, NOTCH1, HMGB2",0.84,11.4,9.126454235669684e-41,40.03969791961601
ADAPTIVE IMMUNE SYSTEM,INNATE IMMUNE SYSTEM,0.155,293,656,944,3078,4113,"CD4, CD247, CCR7, HLA-DRA, IL12RB1, TRAT1, ZAP70, HLA-DRB1, GIMAP6, TRA@, ITK, CD3E, PTPRC, CD3D, LCK, CD3G, KLRB1, CCL5, RASGRP1, CD6, CD7, TRBC1, NKG7, UBASH3A, TRAC, TRD@, SLA2, RORA, EOMES, XCL2, XCL1, SAMD3, NLRC3, PRKCH, GNLY, PRF1, PRKCQ, GIMAP7, GATA3, GZMA, GZMB, CD96, GZMM, GZMH, TIGIT, TARP, THEMIS, PTPN22, CD8A, ITPR3, KLRK1, CORO1A, SLAMF7, STAT4, IFNG, IL18R1, CHST15, LIME1, CD24, GRAP2, FASLG, FOS, JUN, TNF, ATF3, IL2RB, FOSL1, CXADR, LILRB2, LILRB1, TYROBP, ITGA4, VCAM1, LILRB3, IL23A, FYN, IFI30, MAPK14, SELL, SPI1, LAG3, PTPN6, LTB, JAK3, SLC40A1, HOPX, PLEKHF1, FGFBP2, TRGC2, F2R, GPR114, CTLA4, CCL4, IL1A, KIT, MEF2C, SH2D2A, ADARB1, CTGF, CD19, CD1B, CD9, RGL1, TNFSF13, HHEX, TLR4, LYN, BTLA, CR2, HLA-DOB, FCGR2B, IGKC, ALOX5, HLA-DOA, HLA-DQA1, BTK, CIITA, TLR10, GPR18, INPP5D, SYK, VAV1, PLCG2, NEDD4, DUSP6, LY86, DLL1, EGF, HLA-DPB1, EDNRB, LHCGR, NMBR, IL5RA, IMPG2, HLA-DPA1, ITGB6, HLA-DMA, CXCR4, STAT5B, IL2, TAP2, HLA-E, HLA-C, CLEC6A, HLA-DMB, CD1C, NLRP10, HLA-DRB3, CTSS, CSK, CX3CR1, LILRA6, BCL10, KLRC1, KLRC2, ZNF683, TAP1, ARG2, CD160, CTSH, ERAP2, MCOLN2, LILRA3, GPR183, RNF19B, CD1E, BTNL8, HLA-DRB4, IFNA8, CD46, HMGB1, CLEC10A, CD86, TFEB, C1QBP, TARM1, PIK3CG, P0DOX3, IFNE, TICAM1, CD40, PHB1, HSPD1, BST2, HDAC4, CH25H, EP300, CEBPG, BCL6, SP3, NFAM1, IL10, RBPJ, FOSL2, ADAM17, BAX, NCKAP1L, PRKDC, PRKCD, CD38, MNDA, NFKBIA, NFKB1, TNFAIP3, LIPA, CD83, TOX, FUT7, WDFY4, IRF1, RAB27A, IL15, FCER1G, SRC, PRKCE, HCK, FGR, IRF8, JAML, UNC13D, NFKB2, BCL3, CCL2, MPL, CSF2RB, DOCK8, AXL, TYRO3, MERTK, CCL3, CCL18, CCL7, GPR15LG, CX3CL1, CCL4L1, CCL1, CCL3L1, SAA1, CCL8, CCL24, CCL20, CCL23, RELB, NOTCH2, ITGAL, PTX3, LBP, C4B, MBL2, HLA-G, LGALS1, ITPKB, ADAR, PBX1, WAS, NCK1, TNFAIP8L2, CD80, F2RL1, PSEN1, CXCL12, DEFA4, DEFA1, MAP3K8, B2M, JMJD6, IL20RB, PRDX2, EMP2, JAG1, CR1, PSMB10, IL12B, FKBP1B, KITLG, CD151, SLC11A1, PDE4B, UBE2N, NFKBID, DENND1B, PLCG1, CD1D, CEBPB, CCR2, IL6R, JAK1, NOTCH1, SOD1, ACOD1, FCER1A, IL33, HMGB2",9.52,7.12,2.58553732110672e-276,275.5874491889947
ADAPTIVE IMMUNE SYSTEM,LYMPHOCYTE,0.074,70,879,0,3078,210,"CD2, TRAT1, CD3E, CD3G, SH2D1A, CD7, UBASH3A, MAL, CD28, IL23A, CHI3L2, CTLA4, CCL4, FCER2, CAMK2D, CSF3, OSM, IGHD, BLK, CD200, IL1A, KIT, CD79A, MEF2C, DTX3, GAB1, SH2D2A, ADARB1, LARGE, FAM69B, CTGF, PRKCZ, CLIP4, BANK1, DHCR24, NAV1, CD19, FKBP14, PTK2, CD1B, EBF1, GPM6B, ICOSLG, VPREB1, CD9, VPREB3, LOC100132741, PSD3, SAMD13, RGL1, SCD, NDST3, ELOVL4, NTRK2, LOC100130458, RNF150, LRP12, ACPL2, TCL1A, GXYLT2, STK32B, ACCN2, GH1, LOC284757, ADCY9, VSIG10, OGN, FAM150B, CSRP2, HHIP",2.27,33.33,1,-0
ADAPTIVE IMMUNE SYSTEM,MACROPHAGE,0.018,17,932,18,3078,105,"CCL5, TLR4, SYK, PLCG2, EDNRB, MCOLN2, TICAM1, LIPA, PRKCE, CCL2, CCL3, SAA1, LBP, JMJD6, SLC11A1, CCR2, IL33",0.55,16.19,6.231900945792787e-29,28.205379458261916
ADAPTIVE IMMUNE SYSTEM,MAST CELL,0.009,9,940,15,3078,72,"RASGRP1, KIT, BTK, SYK, STAT5B, PIK3CG, GPR15LG, KITLG, FCER1A",0.29,12.5,3.306206380487918e-27,26.480670040326103
ADAPTIVE IMMUNE SYSTEM,MONOCYTE,0.048,59,890,278,3078,1029,"CD4, CCL5, XCL1, CHST15, FOS, LILRB2, LILRB1, TYROBP, LILRB3, IFI30, SPI1, SLC40A1, CCL4, TNFSF13, HHEX, TLR4, LYN, ALOX5, BTK, SYK, DUSP6, LY86, HLA-DMB, CTSS, LILRA6, CTSH, LILRA3, HLA-DRB4, CD86, P0DOX3, BCL6, NFAM1, PRKCD, MNDA, FCER1G, HCK, FGR, JAML, CCL2, MPL, CCL3, CCL18, CCL7, CX3CL1, CCL4L1, CCL1, CCL3L1, CCL8, CCL24, CCL20, CCL23, PTX3, LGALS1, SLC11A1, CD1D, CEBPB, CCR2, IL6R, FCER1A",1.92,5.73,1.1653796550815219e-217,216.93353256798858
ADAPTIVE IMMUNE SYSTEM,MYELOID CELL,0.013,13,936,62,3078,225,"CHST15, IL23A, HHEX, TLR4, EGF, CD86, BCL6, IL10, FCER1G, CXCL12, FKBP1B, CD1D, CCR2",0.42,5.78,1.3647919236054839e-86,85.86493355618238
ADAPTIVE IMMUNE SYSTEM,NEUTROPHIL,0.039,41,908,110,3078,462,"CCL5, XCL1, CXADR, TYROBP, SLC40A1, CCL4, BTK, SYK, VAV1, MCOLN2, BTNL8, HMGB1, PIK3CG, ADAM17, NCKAP1L, PRKCD, IL15, FCER1G, JAML, CCL2, MPL, AXL, MERTK, CCL3, CCL18, CCL7, CX3CL1, CCL4L1, CCL1, CCL3L1, SAA1, CCL8, CCL24, CCL20, CCL23, LBP, F2RL1, EMP2, PDE4B, CCR2, IL6R",1.33,8.87,1.6627898690466453e-115,114.77916263020295
ADAPTIVE IMMUNE SYSTEM,NK CELL,0.07,71,878,68,3078,432,"CD247, ZAP70, GIMAP6, TRA@, ITK, PTPRC, KLRB1, CCL5, RASGRP1, CD7, NKG7, TRD@, RORA, EOMES, XCL2, XCL1, SAMD3, NLRC3, PRKCH, GNLY, PRF1, PRKCQ, GIMAP7, GATA3, GZMA, GZMB, CD96, GZMM, GZMH, TIGIT, TARP, KLRK1, CORO1A, SLAMF7, STAT4, IL18R1, FASLG, IL2RB, LAG3, PTPN6, HOPX, PLEKHF1, FGFBP2, TRGC2, GPR114, CCL4, KIT, SH2D2A, GPR18, DLL1, STAT5B, IL2, HLA-E, CX3CR1, KLRC1, KLRC2, RNF19B, IFNA8, PIK3CG, IFNE, CEBPG, SP3, RAB27A, IL15, UNC13D, AXL, TYRO3, MERTK, PBX1, EMP2, IL12B",2.31,16.44,3.552589180164941e-67,66.44945501122811
ADAPTIVE IMMUNE SYSTEM,SIGNALING,0.043,44,905,85,3078,387,"CCR7, IL7R, CCL5, XCL1, SLAMF7, CCR5, IFNG, IL2RA, TNF, IL23A, MAPK14, CXCR6, CCL4, CSF3, IL1A, LIF, DUSP6, LHCGR, IMPG2, CXCR4, TAP1, IFNA8, BCL6, IL10, NFKBIA, NFKB1, TNFAIP3, CD83, IL15, HCK, NFKB2, BCL3, CCL2, CCL18, CCL7, CCL1, CCL8, CCL20, CCL23, PTX3, CXCL12, MAP3K8, PDE4B, FCER1A",1.43,11.37,3.8015079924591516e-92,91.42004409209628
ADAPTIVE IMMUNE SYSTEM,T CELL,0.455,432,517,0,3078,1500,"CD52, CD4, CD247, CD2, CCR7, BIN2, HLA-DRA, IL12RB1, TRAT1, ZAP70, TRAF3IP3, HLA-DRB1, PRKAR1B, GIMAP6, TRA@, ITK, IL2RG, TRA@ /// TRAC, CD3E, TRA@ /// TRAC /// TRAJ17 /// TRAV20, PTPRC, PRKACB, CD3D, LCK, CD3G, IL7R, KLRB1, CCL5, RASGRP1, SH2D1A, TRAV20, BCL11B, CD6, CD7, TRBC1, LEF1, NKG7, UBASH3A, PTPRCAP, TRAC, TRD@, SLA2, RORA, MAL, EOMES, XCL2, XCL1, ETS1, SAMD3, SIT1, NLRC3, SIRPG, PRKCH, ICOS, CD28, TRAJ17, NELL2, GNLY, CD27, LAT, FLT3LG, PRF1, PRKCQ, GIMAP7, GATA3, GZMA, GZMB, CD96, GZMM, GZMH, TIGIT, GZMK, ITM2A, GPR171, IL32, TARP, THEMIS, TCF7, CD5, MS4A1, PTPN22, TXK, IKZF1, CAMK4, DPP4, RHOH, CD8A, ITPR3, CD8B, CRTAM, KLRK1, IL21R, CORO1A, SLAMF7, SLAMF1, SP140, CCR5, STAT4, CXCR3, IFNG, IL18R1, PTPN7, KLF12, ATP8B2, ZMYND11, GLYR1 /// SEPT6, CHST15, LIME1, CD24, GRAP2, THEM4, LAT /// SPNS1, NOG, LRRN3, SPOCK2, FASLG, ABLIM1, BCL2, PKIA, HNRPLL, TGFB1, AES, FAM108A1, UBE2M, DEF6, H1FX, CCDC22, ACAP1, TECR, HGS, SIPA1, CLPTM1, TSC2, SH2B1, APEH, CBX4, STXBP2, BRD2, ATP5D, DGKZ, NRBP1, MAZ, GNB2, NR1H2, CNOT3, IL2RA, JUNB, FOS, FOSB, EGR1, JUN, TNF, TNFRSF4, ATF3, TNFRSF9, IL2RB, FOSL1, TNFRSF18, CXADR, LILRB4, CD40LG, LILRB2, LILRB1, TYROBP, ITGA4, VCAM1, LILRB3, IL23A, FYN, IFI30, CD37, MAPK14, ARHGDIB, LCP1, SELL, SPI1, GFI1, LPXN, LAG3, PTPN6, UNC93B1, LTB, JAK3, MGC16121, TCF4, SLC40A1, APBB1, CHI3L2, ASRGL1, PCSK5, SLC38A1, HOPX, DENND2D, TC2N, PLEKHF1, CLEC2D, FGFBP2, LBH, TRGC2, LOC439949, NPDC1, ANKH, CD320, SLC37A3, C6orf129, NDFIP2, CXCR6, TMEM106C, C12orf23, GIMAP2, F2R, TMEM200A, GPR19, TSPAN5, SV2A, GPR114, GPR15, CLDND1, SLC4A7, IL17RB, CTLA4, KIT, TLR4, CR2, BTK, SYK, VAV1, PLCG2, CAV1, ABL1, STAT5B, IL2, FAS, RPS6, AKT1, TAP2, MYO1G, BTN3A2, HLA-E, RAG1, CD1C, HLA-DRB3, CSK, BCL10, VTCN1, KLRC1, TEC, ZNF683, CD160, CTSH, GPR183, BTNL8, IFNA8, CD46, HMGB1, CD86, CD81, SKAP1, PIK3CG, IFNE, RPL22, BRAF, GLI3, ADA, RHOA, CLEC4G, PHB1, CHRNA7, HSPD1, PIK3R1, RAG2, PTPRJ, PTPN2, BCL6, SP3, IL10, FOSL2, ADAM17, SPNS2, BAX, RC3H1, NCKAP1L, CASP3, PRKDC, CD70, IL7, CTPS1, BCAR1, MAPK1, LIPA, CDH26, CD83, TOX, FUT7, WDFY4, PSMB11, IRF1, TNFSF8, RAB27A, LIG4, MYH9, IL15, FCER1G, SRC, JAML, BCL3, CRKL, CRK, CCL2, WNT4, IL4R, DOCK8, MSN, EPHB1, STAT6, CCL3, GPR15LG, CCL20, RELB, HPRT1, LFNG, TNFSF4, ITGAL, SPN, LGALS1, SRF, ITPKB, KMT2A, WAS, RBX1, NCK1, SMAD3, PPP3CA, PPP3CB, FKBP1A, MFAP3, TNFAIP8L2, CD276, CD44, CD80, DCAF12, DDOST, MDK, F2RL1, PSEN1, APBB1IP, CXCL12, DEFA4, SLC12A2, DEFA1, PTPN11, MAP3K8, PIK3CA, EFNB1, EFNB2, MTOR, KDELR1, DTX1, CTNNB1, SOX4, LMBR1L, LEPR, GPR89A, LEP, PKNOX1, NRARP, GPR89B, NKAP, ZFP36L2, NCAPH2, ZFP36L1, CDK6, B2M, JMJD6, TESPA1, XG, CD99, PPP2CA, CHST3, ZC3H8, PPP2R1A, IL20RB, CCNB2, PRDX2, EMP2, CTSC, JAG1, GNL1, CR1, S1PR1, ITGB7, PSMB10, IL12B, FKBP1B, KITLG, IDO1, CD151, SCGB1A1, CCND3, SLC11A1, THEMIS2, KHDRBS1, CACNB3, PDE4B, PDE4D, UBE2N, NFKBID, DENND1B, FYB2, BTNL10P, PLCG1, EIF2B2, BTNL9, BTNL3, BTN2A1, CD1D, CEBPB, IL18BP, CCR2, RORC, IL6R, STAT3, IL6ST, JAK1, NOTCH1, MYB, MEN1, PTGER4, ATP7A, ZFPM1, FCER1A, IL33",14.04,28.8,1,-0
IMMUNE SYSTEM,ADAPTIVE IMMUNE SYSTEM,0.074,75,874,58,3078,399,"CD4, CD247, CCR7, HLA-DRA, TRAT1, ZAP70, HLA-DRB1, GIMAP6, ITK, CD3E, PTPRC, CD3D, LCK, CD3G, TRBC1, UBASH3A, TRAC, SLA2, PRKCQ, THEMIS, PTPN22, CD8A, ITPR3, KLRK1, LIME1, CD24, GRAP2, FOS, JUN, LILRB2, LILRB1, ITGA4, FYN, MAPK14, SELL, PTPN6, CTLA4, MEF2C, CD19, CD1B, TLR4, LYN, BTLA, HLA-DOB, HLA-DOA, HLA-DQA1, BTK, TLR10, INPP5D, SYK, DUSP6, HLA-DPB1, HLA-DPA1, HLA-DMA, HLA-E, HLA-C, HLA-DMB, CD1C, CSK, CTSH, CD1E, HLA-DRB4, CD86, NCKAP1L, MNDA, NFKBIA, WDFY4, FCER1G, HCK, FGR, IRF8, ITGAL, HLA-G, PLCG1, CD1D",2.44,18.8,2.1327382784938176e-57,56.67106243624296
IMMUNE SYSTEM,ANTIMICROBIAL,0,0,133,63,399,189,,0,0,5.804339354058522e-53,52.23624720421386
IMMUNE SYSTEM,ANTIVIRAL & IFN,0.018,5,128,142,399,453,"TLR4, HCK, HLA-DPA1, IRF8, AIF1",1.25,1.1,2.1191747985282155e-73,72.67383321936032
IMMUNE SYSTEM,ARPP,0.417,133,0,186,399,1053,"NCKAP1L, THEMIS, HLA-DPB1, JUN, NFKBIA, PTPN6, TLR5, HLA-DRA, CD4, PRKCQ, PLCG1, CD247, TRBC1, FCGR1B, CCR7, TLR6, TLR10, FYB, TLR2, FCER1G, TRAT1, LILRB2, LILRB1, CLEC7A, BTLA, FYN, FGR, CD86, GRAP2, HLA-DQB1, ZAP70, PAG1, MNDA, IRAK3, LCK, DUSP6, PTPN22, PAK1, CTSH, CTLA4, LCP2, TLR4, CSK, FOS, LAT2, CARD11, HLA-DRB1, CHUK, CD24, UBASH3A, MAP2K6, TLR7, LY96, HCK, VASP, LYN, LIME1, MAPK14, MYD88, INPP5D, ITK, TRAC, SLA2, KLRK1, HLA-DMB, RPS6KA1, HLA-DQA1, MEF2C, SYK, MEF2A, TLR1, PTPRC, HLA-DOA, HLA-DOB, HLA-DMA, HLA-DPA1, CD19, CD3D, CD3E, BTK, CD3G, CD1D, CD1E, CD1B, CD1C, CD1A, CD36, HLA-DRB4, CD8A, CD74, CYP1B1, PLAUR, PTGS2, HMOX1, ASPH, RTN1, FAR2, ITPR3, AGPAT9, SLC27A2, CD53, IL10RA, ITGA4, HLA-DRB1 /// HLA-DRB4, HLA-DRB1 /// HLA-DRB4 /// HLA-DRB5, HLA-DRB1 /// HLA-DRB3 /// HLA-DRB4, HCLS1, ITGB2, GIMAP6, EVI2B, PLEK, SLA, SELL, IRF8, FGL2, ITGAL, ITGAM, AIF1, ICAM1, LAPTM5, HLA-C, HLA-B, HLA-A, HLA-G, HLA-F, HLA-E, TLR8, LOC100294224, WDFY4, LOC100294318, LOC100294317, METTL7A, HLA-DQA2",33.33,12.63,1,-0
IMMUNE SYSTEM,B CELL,0.059,34,99,439,399,1650,"NCKAP1L, HLA-DPB1, NFKBIA, PTPN6, HLA-DRA, CCR7, TLR10, FCER1G, BTLA, FGR, CD86, ZAP70, MNDA, DUSP6, CTLA4, TLR4, CD24, HCK, LYN, INPP5D, ITK, HLA-DQA1, MEF2C, SYK, PTPRC, HLA-DOA, HLA-DOB, HLA-DMA, HLA-DPA1, CD19, BTK, ITGA4, IRF8, HLA-G",8.52,2.06,4.314356481146861e-82,81.36508397342013
IMMUNE SYSTEM,LEUKOCYTES,0.059,82,51,1251,399,7419,"THEMIS, NFKBIA, TLR5, HLA-DRA, CD4, PRKCQ, CD247, FCGR1B, CCR7, TLR6, TLR2, FCER1G, TRAT1, LILRB2, LILRB1, CLEC7A, BTLA, FGR, CD86, GRAP2, HLA-DQB1, ZAP70, MNDA, IRAK3, DUSP6, PAK1, CTSH, CTLA4, TLR4, CSK, FOS, LAT2, CARD11, UBASH3A, TLR7, LY96, HCK, LYN, MAPK14, MYD88, ITK, SLA2, KLRK1, HLA-DMB, HLA-DQA1, MEF2C, SYK, TLR1, HLA-DOA, HLA-DOB, HLA-DMA, HLA-DPA1, CD19, CD3E, BTK, CD3G, CD1D, CD1E, CD1B, CD1C, CD1A, CD36, HLA-DRB4, CYP1B1, PLAUR, PTGS2, RTN1, AGPAT9, SLC27A2, ITGA4, GIMAP6, SELL, IRF8, FGL2, ITGAM, AIF1, ICAM1, HLA-C, HLA-G, HLA-F, HLA-E, TLR8",20.55,1.11,5.040463555529526e-57,56.297529521024536
IMMUNE SYSTEM,CELLULAR ADAPTIVE IMMUNE SYSTEM,0.098,53,80,410,399,1506,"NCKAP1L, THEMIS, JUN, PTPN6, HLA-DRA, CD4, PRKCQ, PLCG1, CD247, TRBC1, CCR7, FCER1G, TRAT1, LILRB2, LILRB1, FYN, CD86, GRAP2, ZAP70, LCK, PTPN22, CTSH, CTLA4, TLR4, CSK, FOS, HLA-DRB1, CD24, UBASH3A, LIME1, MAPK14, ITK, TRAC, SLA2, KLRK1, SYK, PTPRC, CD3D, CD3E, BTK, CD3G, CD1D, CD1C, CD8A, ITPR3, ITGA4, GIMAP6, SELL, ITGAL, ITGAM, AIF1, HLA-E, WDFY4",13.28,3.52,2.618893187863332e-60,59.581882214009866
IMMUNE SYSTEM,COMPLEMENT,0,0,133,42,399,153,,0,0,1.8583533163364637e-41,40.73087171297543
IMMUNE SYSTEM,DENDRITIC CELL,0.041,15,118,236,399,810,"NFKBIA, CCR7, CD86, HLA-DQB1, LY96, HLA-DQA1, HLA-DMA, CD1E, CD1B, CD1C, CD1A, AGPAT9, IRF8, ICAM1, TLR8",3.76,1.85,2.015505757124208e-80,79.69561595698316
IMMUNE SYSTEM,EOSINOPHIL,0.006,1,132,21,399,66,BTK,0.25,1.52,5.41041425404748e-25,24.26676948140742
