"process","genes","gene_set_short","immune_system","immune_sub_system","immune_tissue","go_term","set_size"
"GENERAL","MIF","General","General","General","General","Manual",698
"GENERAL","PARP9","General","General","General","General","Manual",698
"GENERAL","STING1","General","General","General","General","Manual",698
"GENERAL","PSMB9","General","General","General","General","Manual",698
"GENERAL","PLPP6","General","General","General","General","Manual",698
"GENERAL","IL34","General","General","General","General","Manual",698
"GENERAL","IRGM","General","General","General","General","Manual",698
"GENERAL","ADARB1","General","General","General","General","Manual",698
"GENERAL","SSC5D","General","General","General","General","Manual",698
"GENERAL","NLRP10","General","General","General","General","Manual",698
"GENERAL","IL27","General","General","General","General","Manual",698
"GENERAL","DHX9","General","General","General","General","Manual",698
"GENERAL","P0DOX6","General","General","General","General","Manual",698
"GENERAL","CD300C","General","General","General","General","Manual",698
"GENERAL","SYK","General","General","General","General","Manual",698
"GENERAL","CD46","General","General","General","General","Manual",698
"GENERAL","CD300LB","General","General","General","General","Manual",698
"GENERAL","MASP1","General","General","General","General","Manual",698
"GENERAL","SUSD4","General","General","General","General","Manual",698
"GENERAL","ARID5A","General","General","General","General","Manual",698
"GENERAL","IL31RA","General","General","General","General","Manual",698
"GENERAL","NLRP9","General","General","General","General","Manual",698
"GENERAL","IRF2","General","General","General","General","Manual",698
"GENERAL","MMP3","General","General","General","General","Manual",698
"GENERAL","C4B","General","General","General","General","Manual",698
"GENERAL","IRF1","General","General","General","General","Manual",698
"GENERAL","C17orf99","General","General","General","General","Manual",698
"GENERAL","MATR3","General","General","General","General","Manual",698
"GENERAL","JAML","General","General","General","General","Manual",698
"GENERAL","IL23R","General","General","General","General","Manual",698
"GENERAL","IFI30","General","General","General","General","Manual",698
"GENERAL","PML","General","General","General","General","Manual",698
"GENERAL","HMHB1","General","General","General","General","Manual",698
"GENERAL","ITK","General","General","General","General","Manual",698
"GENERAL","SLFN11","General","General","General","General","Manual",698
"GENERAL","LACC1","General","General","General","General","Manual",698
"GENERAL","NLRX1","General","General","General","General","Manual",698
"GENERAL","OAS2","General","General","General","General","Manual",698
"GENERAL","IFIT1","General","General","General","General","Manual",698
"GENERAL","SLC15A3","General","General","General","General","Manual",698
"GENERAL","P0DOX2","General","General","General","General","Manual",698
"GENERAL","ZNF683","General","General","General","General","Manual",698
"GENERAL","TICAM2","General","General","General","General","Manual",698
"GENERAL","OTUD4","General","General","General","General","Manual",698
"GENERAL","IRF9","General","General","General","General","Manual",698
"GENERAL","IFITM1","General","General","General","General","Manual",698
"GENERAL","MX2","General","General","General","General","Manual",698
"GENERAL","BTLA","General","General","General","General","Manual",698
"GENERAL","APOBEC3A","General","General","General","General","Manual",698
"GENERAL","ARG2","General","General","General","General","Manual",698
"GENERAL","CD300LD","General","General","General","General","Manual",698
"GENERAL","JAK3","General","General","General","General","Manual",698
"GENERAL","CD247","General","General","General","General","Manual",698
"GENERAL","ZC3HAV1","General","General","General","General","Manual",698
"GENERAL","TARM1","General","General","General","General","Manual",698
"GENERAL","CD3G","General","General","General","General","Manual",698
"GENERAL","PARP1","General","General","General","General","Manual",698
"GENERAL","THEMIS2","General","General","General","General","Manual",698
"GENERAL","CD8B2","General","General","General","General","Manual",698
"GENERAL","HCK","General","General","General","General","Manual",698
"GENERAL","MCOLN2","General","General","General","General","Manual",698
"GENERAL","GBP7","General","General","General","General","Manual",698
"GENERAL","USP27X","General","General","General","General","Manual",698
"GENERAL","NLRP6","General","General","General","General","Manual",698
"GENERAL","METTL3","General","General","General","General","Manual",698
"GENERAL","GP2","General","General","General","General","Manual",698
"GENERAL","EOMES","General","General","General","General","Manual",698
"GENERAL","SERINC5","General","General","General","General","Manual",698
"GENERAL","BST2","General","General","General","General","Manual",698
"GENERAL","IL31","General","General","General","General","Manual",698
"GENERAL","MX1","General","General","General","General","Manual",698
"GENERAL","IRAG2","General","General","General","General","Manual",698
"GENERAL","MYSM1","General","General","General","General","Manual",698
"GENERAL","VSTM1","General","General","General","General","Manual",698
"GENERAL","CD300LG","General","General","General","General","Manual",698
"GENERAL","SKAP1","General","General","General","General","Manual",698
"GENERAL","FCER1G","General","General","General","General","Manual",698
"GENERAL","VTCN1","General","General","General","General","Manual",698
"GENERAL","SRC","General","General","General","General","Manual",698
"GENERAL","C4BPB","General","General","General","General","Manual",698
"GENERAL","TTC4","General","General","General","General","Manual",698
"GENERAL","FGL1","General","General","General","General","Manual",698
"GENERAL","CGAS","General","General","General","General","Manual",698
"GENERAL","TBKBP1","General","General","General","General","Manual",698
"GENERAL","IDO1","General","General","General","General","Manual",698
"GENERAL","CRTAM","General","General","General","General","Manual",698
"GENERAL","DDX60","General","General","General","General","Manual",698
"GENERAL","BCL10","General","General","General","General","Manual",698
"GENERAL","GSDMD","General","General","General","General","Manual",698
"GENERAL","LILRA4","General","General","General","General","Manual",698
"GENERAL","TNFRSF17","General","General","General","General","Manual",698
"GENERAL","ERAP2","General","General","General","General","Manual",698
"GENERAL","LILRB4","General","General","General","General","Manual",698
"GENERAL","MAP3K8","General","General","General","General","Manual",698
"GENERAL","TICAM1","General","General","General","General","Manual",698
"GENERAL","AXL","General","General","General","General","Manual",698
"GENERAL","LAG3","General","General","General","General","Manual",698
"GENERAL","CD6","General","General","General","General","Manual",698
"GENERAL","LILRA2","General","General","General","General","Manual",698
"GENERAL","IFI27","General","General","General","General","Manual",698
"GENERAL","DCAF15","General","General","General","General","Manual",698
"GENERAL","ADSS1","General","General","General","General","Manual",698
"GENERAL","IFI35","General","General","General","General","Manual",698
"GENERAL","LILRB1","General","General","General","General","Manual",698
"GENERAL","BTNL8","General","General","General","General","Manual",698
"GENERAL","PRDX1","General","General","General","General","Manual",698
"GENERAL","PRDX2","General","General","General","General","Manual",698
"GENERAL","ZNF3","General","General","General","General","Manual",698
"GENERAL","SCNN1B","General","General","General","General","Manual",698
"GENERAL","S1PR1","General","General","General","General","Manual",698
"GENERAL","PPIA","General","General","General","General","Manual",698
"GENERAL","MT-RNR2","General","General","General","General","Manual",698
"GENERAL","CORO1A","General","General","General","General","Manual",698
"GENERAL","MDK","General","General","General","General","Manual",698
"GENERAL","PTN","General","General","General","General","Manual",698
"GENERAL","BAX","General","General","General","General","Manual",698
"GENERAL","FLT3","General","General","General","General","Manual",698
"GENERAL","DBH","General","General","General","General","Manual",698
"GENERAL","PDE4B","General","General","General","General","Manual",698
"GENERAL","SELL","General","General","General","General","Manual",698
"GENERAL","MYH9","General","General","General","General","Manual",698
"GENERAL","MSN","General","General","General","General","Manual",698
"GENERAL","AIMP1","General","General","General","General","Manual",698
"GENERAL","ELANE","General","General","General","General","Manual",698
"GENERAL","SELP","General","General","General","General","Manual",698
"GENERAL","SELE","General","General","General","General","Manual",698
"GENERAL","ADORA1","General","General","General","General","Manual",698
"GENERAL","ITGA3","General","General","General","General","Manual",698
"GENERAL","SOS1","General","General","General","General","Manual",698
"GENERAL","ADD2","General","General","General","General","Manual",698
"GENERAL","ITGA6","General","General","General","General","Manual",698
"GENERAL","CD34","General","General","General","General","Manual",698
"GENERAL","FUT7","General","General","General","General","Manual",698
"GENERAL","ADAM8","General","General","General","General","Manual",698
"GENERAL","VCAM1","General","General","General","General","Manual",698
"GENERAL","GCNT1","General","General","General","General","Manual",698
"GENERAL","LEP","General","General","General","General","Manual",698
"GENERAL","NKX2-3","General","General","General","General","Manual",698
"GENERAL","PDPN","General","General","General","General","Manual",698
"GENERAL","RORC","General","General","General","General","Manual",698
"GENERAL","RC3H1","General","General","General","General","Manual",698
"GENERAL","SPNS2","General","General","General","General","Manual",698
"GENERAL","IFNL2","General","General","General","General","Manual",698
"GENERAL","IFNLR1","General","General","General","General","Manual",698
"GENERAL","PAFAH1B1","General","General","General","General","Manual",698
"GENERAL","NF1","General","General","General","General","Manual",698
"GERMINAL CENTER B CELL DIFFERENTIATION","CDH17","Differentiation, Germinal center, B cell","Adaptive","Humoral","B cell","GO:0002314",3
"GERMINAL CENTER B CELL DIFFERENTIATION","SPI1","Differentiation, Germinal center, B cell","Adaptive","Humoral","B cell","GO:0002314",3
"GERMINAL CENTER B CELL DIFFERENTIATION","IRF8","Differentiation, Germinal center, B cell","Adaptive","Humoral","B cell","GO:0002314",3
"GERMINAL CENTER B CELL DIFFERENTIATION","ADA","Differentiation, Germinal center, B cell","Adaptive","Humoral","B cell","GO:0002314",3
"GERMINAL CENTER B CELL DIFFERENTIATION","IL6","Differentiation, Germinal center, B cell","Adaptive","Humoral","B cell","GO:0002314",3
"GERMINAL CENTER B CELL DIFFERENTIATION","POU2AF1","Differentiation, Germinal center, B cell","Adaptive","Humoral","B cell","GO:0002314",3
"GERMINAL CENTER B CELL DIFFERENTIATION","PHF14","Differentiation, Germinal center, B cell","Adaptive","Humoral","B cell","GO:0002314",3
"GERMINAL CENTER B CELL DIFFERENTIATION","ITFG2","Differentiation, Germinal center, B cell","Adaptive","Humoral","B cell","GO:0002314",3
